ComponentID,DrawableID,TextureID,Name
10,0,0,"Nichts"
10,6,0,"Großes Crew-Emblem"
10,7,1,"Corporal"
10,8,0,"Lousy Shirt"
10,9,0,"Crew-Emblem vorne und hinten"
10,10,0,"Werbetafel"
10,11,0,"Sprunk Werbung"
10,12,0,"Jack Cranley"
10,13,0,"Jack Cranley"
10,14,0,"Steel Horse"
10,15,0,"Crew-Emblem, Rücken"
10,29,0,"Crew-Emblem vorne und hinten"
10,30,0,"Crew-Emblem, Rücken"
10,33,0,"Kleines Crew-Emblem"
10,34,0,"Crew-Emblem, Rücken"
10,36,0,"Crew-Emblem vorne und hinten"
10,37,0,"Großes Crew-Emblem"
10,38,0,"Crew-Emblem vorne und hinten"
10,41,0,"Großes Crew-Emblem"
10,42,0,"Crew-Emblem, Rücken"
10,52,0,"Hawk&Little"
10,53,0,"Crowex"
10,54,0,"Crew-Emblem, Rücken"
10,65,0,"Paramedic"
10,66,0,"Paramedic"
10,67,0,"Crew-Emblem, Rücken"
10,70,0,"Peter"
10,72,0,"Gang Wars"
10,73,0,"LSFD City"
10,74,0,"Crew-Emblem, Rücken"
10,75,0,"Bugstars"
10,75,0,"Bugstars"
10,77,0,"Crew-Emblem, Rücken"
10,79,0,"N.O.O.S.E."
10,80,0,"Nr. 6"
10,82,0,"Yung Ancestor"
10,83,0,"Yung Ancestor"
10,84,0,"Yung Ancestor"
10,87,0,"Captain"
