ComponentID|DrawableID|TextureID|Name
2|0|0|"Glatze"
2|1|0|"Kurzgeschoren, dunkelbraun"
2|1|1|"Kurzgeschoren, hellbraun"
2|1|2|"Kurzgeschoren, rotbraun"
2|1|3|"Kurzgeschoren, blond"
2|1|4|"Kurzgeschoren, schwarz"
2|2|0|"Iro, modisch, dunkelbraun"
2|2|1|"Iro, modisch, hellbraun"
2|2|2|"Iro, modisch, rotbraun"
2|2|3|"Iro, modisch, blond"
2|2|4|"Iro, modisch, schwarz"
2|2|5|"Iro, modisch, lila"
2|3|0|"Rasierter Hipster, dunkelbraun"
2|3|1|"Rasierter Hipster, hellbraun"
2|3|2|"Rasierter Hipster, rotbraun"
2|3|3|"Rasierter Hipster, blond"
2|3|4|"Rasierter Hipster, schwarz"
2|3|5|"Rasierter Hipster, rot"
2|4|0|"Wilder Seitenscheitel, braun"
2|4|1|"Wilder Seitenscheitel, hellbraun"
2|4|2|"Wilder Seitenscheitel, rotbraun"
2|4|3|"Wilder Seitenscheitel, blond"
2|4|4|"Wilder Seitenscheitel, schwarz"
2|4|6|"Wilder Seitenscheitel, blau"
2|5|0|"Kurzhaarschnitt, dunkelbraun"
2|5|1|"Kurzhaarschnitt, hellbraun"
2|5|2|"Kurzhaarschnitt, rotbraun"
2|5|3|"Kurzhaarschnitt, blond"
2|5|4|"Kurzhaarschnitt, schwarz"
2|5|5|"Kurzhaarschnitt, grün"
2|6|0|"Bikerfrisur, dunkelbraun"
2|6|1|"Bikerfrisur, hellbraun"
2|6|2|"Bikerfrisur, rotbraun"
2|6|3|"Bikerfrisur, blond"
2|6|4|"Bikerfrisur, schwarz"
2|6|5|"Bikerfrisur, helllila"
2|7|0|"Pferdeschwanz, dunkelbraun"
2|7|1|"Pferdeschwanz, hellbraun"
2|7|2|"Pferdeschwanz, rotbraun"
2|7|3|"Pferdeschwanz, blond"
2|7|4|"Pferdeschwanz, schwarz"
2|7|6|"Pferdeschwanz, lila"
2|8|0|"Flechtreihen, dunkelbraun"
2|8|1|"Flechtreihen, hellbraun"
2|8|2|"Flechtreihen, rotbraun"
2|8|3|"Flechtreihen, blond"
2|8|4|"Flechtreihen, schwarz"
2|9|0|"Gelfrisur, dunkelbraun"
2|9|1|"Gelfrisur, hellbraun"
2|9|2|"Gelfrisur, rotbraun"
2|9|3|"Gelfrisur, blond"
2|9|4|"Gelfrisur, schwarz"
2|9|6|"Gelfrisur, rot"
2|10|0|"Kurz gekämmt, dunkelbraun"
2|10|1|"Kurz gekämmt, hellbraun"
2|10|2|"Kurz gekämmt, rotbraun"
2|10|3|"Kurz gekämmt, blond"
2|10|4|"Kurz gekämmt, schwarz"
2|11|0|"Stachelfrisur, dunkelbraun"
2|11|1|"Stachelfrisur, hellbraun"
2|11|2|"Stachelfrisur, rotbraun"
2|11|3|"Stachelfrisur, blond"
2|11|4|"Stachelfrisur, schwarz"
2|11|5|"Stachelfrisur, blau"
2|12|0|"Cäsarenfrisur, dunkelbraun"
2|12|1|"Cäsarenfrisur, hellbraun"
